path,mean_fft,std_fft,maxv_fft,minv_fft,median_fft,skew_fft,kurt_fft,q1_fft,q3_fft,mode_fft,iqr_fft,source,class
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_ton_fear.wav,-1.1595964679887396e-17,0.2886751344880279,0.49998640010879913,-0.49998640010879913,0.0,9.51517400503506e-17,-1.2000000017755874,-0.24999320005439957,0.24999320005439957,-0.49998640010879913,0.49998640010879913,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav,1.1573982271487576e-17,0.28867513448096926,0.4999859578172831,-0.4999859578172831,0.0,4.9447149092477013e-17,-1.2000000018929562,-0.24999297890864153,0.24999297890864153,-0.4999859578172831,0.49998595781728306,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav,-1.4111537593135346e-05,0.28867513447984194,0.4999717769248137,-0.5,-1.4111537593136148e-05,-1.8508895781999823e-16,-1.2000000019117005,-0.25000705576879656,0.2499788326936103,-0.5,0.4999858884624069,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav,-9.209886400001299e-18,0.288675134480211,0.49998591112739155,-0.49998591112739155,0.0,5.097701534290295e-17,-1.2000000019055646,-0.24999295556369577,0.24999295556369577,-0.49998591112739155,0.49998591112739155,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,-1.605973127865744e-17,0.28867513447960147,0.4999858737109761,-0.4999858737109761,0.0,4.296309914430993e-17,-1.2000000019157,-0.24999293685548807,0.24999293685548807,-0.4999858737109761,0.49998587371097614,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_half_fear.wav,-1.3690378402068371e-05,0.2886751344866022,0.4999726192431959,-0.5,-1.3690378402059034e-05,-1.4304542555834575e-16,-1.200000001799294,-0.2500068451892011,0.24997946443239694,-0.5,0.499986309621598,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav,-1.4096419509434986e-05,0.2886751344800882,0.4999718071609811,-0.5,-1.4096419509444601e-05,-1.951695990762449e-18,-1.2000000019076067,-0.2500070482097547,0.24997885537073583,-0.5,0.49998590358049055,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav,-1.6298324532238087e-05,0.2886751344414482,0.4999674033509356,-0.5,-1.6298324532238087e-05,2.2144346402253492e-16,-1.2000000025500994,-0.25000814916226616,0.24997555251320167,-0.5,0.4999837016754678,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav,-1.5095706781011416e-05,0.28867513446324605,0.499969808586438,-0.5,-1.5095706780991486e-05,9.95628136234938e-18,-1.2000000021876511,-0.25000754785339047,0.24997735643982852,-0.5,0.49998490429321896,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav,-1.4528970767730637e-05,0.28867513447293947,0.4999709420584646,-0.5,-1.4528970767710816e-05,5.321981122040009e-16,-1.200000002026473,-0.25000726448538385,0.24997820654384845,-0.5,0.4999854710292323,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_match_fear.wav,-1.3806052573437213e-05,0.28867513448476584,0.49997238789485315,-0.5,-1.38060525734482e-05,2.574144884650196e-17,-1.2000000018298285,-0.2500069030262867,0.24997929092113985,-0.5,0.49998619394742655,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_team_fear.wav,-1.3763488218429831e-05,0.28867513448544335,0.49997247302356307,-0.5,-1.3763488218454085e-05,-4.318090846804712e-16,-1.2000000018185624,-0.25000688174410923,0.24997935476767233,-0.5,0.49998623651178153,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chalk_fear.wav,-1.4352144210332789e-05,0.2886751344758879,0.4999712957115793,-0.49999999999999994,-1.4352144210345025e-05,-3.9420790316858973e-16,-1.2000000019774464,-0.25000717607210515,0.24997847178368449,-0.49999999999999994,0.49998564785578964,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_such_fear.wav,-1.4046250220431324e-17,0.2886751344571047,0.499984555984556,-0.499984555984556,0.0,2.280826788040285e-17,-1.200000002289769,-0.24999227799227802,0.24999227799227802,-0.499984555984556,0.49998455598455604,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_which_fear.wav,7.534717910554865e-18,0.28867513449337195,0.4999867447840725,-0.4999867447840725,0.0,-5.0407611312016134e-17,-1.2000000016867265,-0.24999337239203626,0.24999337239203626,-0.4999867447840725,0.4999867447840725,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_sheep_fear.wav,-1.2810658467839422e-05,0.28867513450006227,0.4999743786830643,-0.5,-1.2810658467845248e-05,1.9108425545000658e-16,-1.2000000015754855,-0.25000640532923396,0.24998078401229823,-0.5,0.4999871893415322,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_keg_fear.wav,-1.3899699766490574e-05,0.28867513448326787,0.49997220060046704,-0.5,-1.3899699766485044e-05,1.0135486649643177e-16,-1.2000000018547359,-0.25000694984988325,0.2499791504503503,-0.5,0.49998610030023355,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_wife_fear.wav,-2.524653666870341e-18,0.2886751344682693,0.4999851952743316,-0.4999851952743316,0.0,4.77936482122725e-17,-1.200000002104127,-0.2499925976371658,0.2499925976371658,-0.4999851952743316,0.4999851952743316,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_voice_fear.wav,-1.2572922953139578e-05,0.2886751345035463,0.49997485415409376,-0.5,-1.2572922953128143e-05,2.4138578101819365e-16,-1.2000000015175527,-0.25000628646147655,0.2499811406155703,-0.5,0.49998742707704685,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav,-1.4534038718672537e-05,0.28867513447285437,0.49997093192256264,-0.5,-1.4534038718679147e-05,-2.9713077044836474e-16,-1.200000002027887,-0.2500072670193593,0.24997819894192197,-0.5,0.4999854659612813,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_numb_fear.wav,4.3349691905993736e-18,0.28867513447298904,0.4999854739839052,-0.4999854739839052,0.0,1.276677169350556e-16,-1.2000000020256498,-0.2499927369919526,0.2499927369919526,-0.4999854739839052,0.4999854739839052,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_sure_fear.wav,-1.4720602955904709e-05,0.28867513446970333,0.4999705587940882,-0.5,-1.4720602955897074e-05,2.764216404515035e-16,-1.2000000020802832,-0.25000736030147797,0.24997791909556616,-0.5,0.4999852793970441,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_lot_fear.wav,2.2311980257177028e-17,0.2886751344705024,0.4999853264856933,-0.4999853264856933,0.0,-2.985177368580594e-17,-1.2000000020669945,-0.24999266324284664,0.24999266324284664,-0.4999853264856933,0.49998532648569327,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_vine_fear.wav,-1.3498191242385799e-05,0.28867513448961896,0.49997300361751523,-0.5,-1.3498191242373522e-05,3.9246255399147856e-16,-1.200000001749131,-0.2500067490956212,0.24997975271313644,-0.5,0.49998650180875764,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_burn_fear.wav,-2.1282363306283617e-17,0.2886751344543064,0.4999843998627188,-0.4999843998627188,0.0,7.833203603657774e-17,-1.2000000023362967,-0.2499921999313594,0.2499921999313594,-0.4999843998627188,0.4999843998627188,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav,-1.6159265722972897e-05,0.2886751344440541,0.4999676814685541,-0.5,-1.615926572296555e-05,-3.341040468681619e-17,-1.20000000250677,-0.2500080796328615,0.24997576110141556,-0.5,0.49998384073427704,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chain_fear.wav,-1.5926610180281986e-05,0.288675134448364,0.4999681467796394,-0.5,-1.5926610180289226e-05,4.704196169300611e-17,-1.2000000024351072,-0.2500079633050902,0.24997611008472953,-0.5,0.4999840733898197,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_raise_fear.wav,1.6284246386343145e-18,0.2886751344763576,0.4999856762253989,-0.4999856762253989,0.0,9.98362873012012e-17,-1.2000000019696369,-0.24999283811269946,0.24999283811269946,-0.4999856762253989,0.4999856762253989,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav,1.1617590651878091e-17,0.28867513450060844,0.4999872263239915,-0.4999872263239915,0.0,-4.055892485074037e-17,-1.2000000015664007,-0.24999361316199575,0.24999361316199575,-0.4999872263239915,0.4999872263239915,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav,7.059759538088989e-18,0.28867513445566434,0.4999844754245972,-0.4999844754245972,0.0,3.209813834553772e-17,-1.2000000023137207,-0.2499922377122986,0.2499922377122986,-0.4999844754245972,0.4999844754245972,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav,-1.4210197237531195e-05,0.28867513447822873,0.49997157960552496,-0.5,-1.4210197237537657e-05,-2.4445552511268587e-16,-1.200000001938525,-0.25000710509861873,0.24997868470414372,-0.5,0.4999857898027624,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_kill_fear.wav,-1.5051173991587277e-05,0.28867513446402115,0.4999698976520169,-0.5,-1.5051173991571343e-05,1.179894009603982e-16,-1.2000000021747623,-0.2500075255869958,0.24997742323901265,-0.5,0.4999849488260084,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav,-1.3658216783210573e-05,0.28867513448710996,0.49997268356643354,-0.5,-1.3658216783216783e-05,1.0337605362321493e-16,-1.20000000179085,-0.2500068291083916,0.24997951267482518,-0.5,0.49998634178321677,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_rag_fear.wav,-9.8336508711717e-18,0.2886751344748226,0.4999855837153649,-0.4999855837153649,0.0,-9.249715000703789e-17,-1.2000000019951609,-0.24999279185768244,0.24999279185768244,-0.4999855837153649,0.4999855837153649,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_life_fear.wav,-5.7007314891119986e-18,0.28867513450408094,0.4999874639588818,-0.4999874639588818,0.0,2.2216402324710128e-17,-1.2000000015086623,-0.2499937319794409,0.2499937319794409,-0.4999874639588818,0.4999874639588818,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_goose_fear.wav,-1.419728547899664e-05,0.2886751344784405,0.499971605429042,-0.5,-1.4197285479016413e-05,-5.929744675842293e-18,-1.200000001935004,-0.2500070986427395,0.2499787040717815,-0.5,0.499985802714521,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_tip_fear.wav,2.1034754422100078e-17,0.28867513449397175,0.49998678402452884,-0.49998678402452884,0.0,-9.27096435291773e-18,-1.200000001676756,-0.24999339201226442,0.24999339201226442,-0.49998678402452884,0.49998678402452884,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_lose_fear.wav,-1.5676929830044256e-05,0.28867513445291976,0.4999686461403399,-0.5,-1.567692983006208e-05,7.871762986908301e-17,-1.2000000023593544,-0.25000783846491503,0.24997648460525493,-0.5,0.49998432307016993,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chief_fear.wav,-1.3107534210670251e-05,0.28867513449561977,0.4999737849315787,-0.5,-1.310753421066429e-05,2.458424065071706e-16,-1.2000000016493515,-0.2500065537671053,0.24998033869868402,-0.5,0.4999868924657893,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav,7.384419974772891e-18,0.28867513444257187,0.49998376148874674,-0.49998376148874674,0.0,1.918528590145342e-17,-1.2000000025314166,-0.2499918807443734,0.2499918807443734,-0.49998376148874674,0.4999837614887468,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav,-1.5122187273162235e-05,0.2886751344627841,0.49996975562545365,-0.5,-1.512218727316719e-05,1.5494222663538247e-16,-1.2000000021953332,-0.2500075610936366,0.24997731671909024,-0.5,0.4999848778127268,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_gun_fear.wav,-1.3486540432650518e-05,0.28867513448980053,0.4999730269191347,-0.5,-1.3486540432648217e-05,6.647432112959759e-17,-1.2000000017461137,-0.2500067432702163,0.24997977018935102,-0.5,0.49998651345956735,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_pick_fear.wav,-1.4714537963507005e-05,0.28867513446980636,0.499970570924073,-0.5,-1.4714537963507945e-05,2.233449292547071e-16,-1.2000000020785693,-0.25000735726898177,0.24997792819305475,-0.5,0.4999852854620365,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_merge_fear.wav,2.985714930062643e-17,0.28867513449008886,0.499986531986532,-0.499986531986532,0.0,-5.00980340011945e-16,-1.2000000017413184,-0.249993265993266,0.249993265993266,-0.499986531986532,0.499986531986532,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hole_fear.wav,-1.5679879578539096e-05,0.28867513445286636,0.4999686402408429,-0.49999999999999994,-1.5679879578524836e-05,-1.1115168178533367e-16,-1.200000002360243,-0.25000783993978926,0.24997648018063218,-0.49999999999999994,0.49998432012042143,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav,2.6902390280315684e-17,0.2886751344649999,0.49998500524816314,-0.49998500524816314,0.0,-6.680292258063322e-17,-1.2000000021584878,-0.24999250262408157,0.24999250262408157,-0.49998500524816314,0.49998500524816314,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_tape_fear.wav,-1.4724938155252424e-05,0.2886751344696296,0.49997055012368946,-0.5,-1.4724938155259748e-05,-1.9372903352595938e-16,-1.200000002081509,-0.2500073624690776,0.2499779125927671,-0.5,0.49998527506184476,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chair_fear.wav,-1.3441582880806156e-05,0.2886751344904995,0.49997311683423845,-0.5,-1.3441582880800044e-05,1.2406877929790835e-18,-1.2000000017344912,-0.25000672079144043,0.24997983762567882,-0.5,0.49998655841711925,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_met_fear.wav,-6.954386769941338e-18,0.2886751344597871,0.49998470714176474,-0.49998470714176474,0.0,5.87210872848873e-17,-1.2000000022451667,-0.2499923535708824,0.2499923535708824,-0.49998470714176474,0.4999847071417648,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_cab_fear.wav,-3.1100215489431276e-18,0.28867513448679744,0.4999863219805772,-0.4999863219805772,0.0,3.0552776077288424e-17,-1.2000000017960464,-0.2499931609902886,0.2499931609902886,-0.4999863219805772,0.4999863219805772,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_page_fear.wav,-1.3404107018381291e-05,0.28867513449108034,0.4999731917859632,-0.5,-1.3404107018390436e-05,-4.355044982060209e-17,-1.2000000017248331,-0.2500067020535092,0.2499798938394724,-0.5,0.4999865958929816,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_ring_fear.wav,-1.3961020829834349e-05,0.28867513448228144,0.4999720779583403,-0.5,-1.3961020829843078e-05,6.088791223848591e-17,-1.2000000018711368,-0.2500069805104149,0.24997905846875523,-0.5,0.49998603897917016,TESS,fear
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav,1.2729107092693188e-17,0.2886751344817201,0.4999860041987404,-0.4999860041987404,0.0,1.227251205068561e-17,-1.2000000018804722,-0.2499930020993702,0.2499930020993702,-0.4999860041987404,0.4999860041987404,TESS,fear
