rms,zcr,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,minF0,maxF0,avgF0,min_intensity,max_intensity,avg_intensity,jitter,shimmer,hnr,path,source,class
0.015738183103932147,0.10001749067164178,2280.207385393742,2363.0998881618316,22.878015383243415,3654.8594916044776,236,351,302,27,71,64,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_tape_fear.wav,TESS,fear
0.012443501879773765,0.1219632919520548,2365.5172639242232,2293.593799813164,21.363714437468694,3431.1536815068494,250,394,296,30,70,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_chair_fear.wav,TESS,fear
0.013113466929740115,0.10492706298828125,2066.447304590165,2219.443750352265,23.61298193026472,3007.5828552246094,256,385,293,35,70,62,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_met_fear.wav,TESS,fear
0.014626264156892228,0.10033501519097222,2283.40884762837,2338.419033820324,23.43611253520638,3552.081298828125,230,413,299,30,69,63,0,0,18,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_cab_fear.wav,TESS,fear
0.01190901192668362,0.11136156892123288,2452.5365154127794,2454.102448010821,23.867434765074055,3822.880993150685,252,517,294,34,70,62,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_page_fear.wav,TESS,fear
0.0176938932461905,0.08753487723214286,2050.1676913034603,2270.2603177008323,23.16089471264575,3133.23486328125,251,379,291,31,69,65,0,0,22,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_ring_fear.wav,TESS,fear
0.013510655930726112,0.09994419642857143,2320.322261709247,2462.1184795915906,23.997180374753142,3655.4150390625,232,318,270,32,69,63,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav,TESS,fear
0.01571818482883121,0.11207629788306452,2588.54159774344,2430.145995716386,22.29198414793036,4267.394625756048,246,433,305,35,70,65,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_judge_fear.wav,TESS,fear
0.01660991469462238,0.09353515625,2298.9089916676294,2421.75302881487,23.707182151768812,3989.958984375,208,374,287,41,69,64,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_void_fear.wav,TESS,fear
0.011507688709681291,0.11850210336538461,2508.328208061258,2433.6078087747183,23.954999906378866,4084.8486328125,250,364,283,38,69,62,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hate_fear.wav,TESS,fear
0.017394293641849443,0.11951230177238806,2406.425497892593,2379.286061979933,22.862774211227983,3820.8579903218283,262,383,304,33,71,65,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_wash_fear.wav,TESS,fear
0.010033083787351644,0.131318505130597,2640.572822764661,2462.0270885730433,23.000262823340265,4290.088983791978,228,352,272,37,69,61,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_hush_fear.wav,TESS,fear
0.017306149266762234,0.14010133605072464,2785.5157009518534,2498.5593546024406,23.552308248202085,4535.547936480978,236,403,292,39,72,65,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_lease_fear.wav,TESS,fear
0.01134549126248396,0.1083984375,2333.7979403864297,2419.352058371286,21.95306942949207,3858.226219383446,248,382,288,30,66,61,0,0,19,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_nag_fear.wav,TESS,fear
0.016051843456844486,0.09523773193359375,2340.51831590474,2492.239216321817,22.892905530981942,4019.138717651367,241,362,294,31,69,64,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_good_fear.wav,TESS,fear
0.01676374551407193,0.10803786057692308,2341.0427173996645,2333.5841711692883,24.271646293272372,3732.697941706731,249,398,300,37,71,64,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav,TESS,fear
0.012808845580091046,0.10090289199561403,2249.8919202942893,2415.1031052542435,22.05790186705591,3446.823601973684,260,319,290,36,68,62,0,0,20,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav,TESS,fear
0.018215995384403823,0.1649383060515873,2992.0079755306874,2584.962700050582,22.588633139991504,5063.5498046875,246,368,305,37,75,66,0,0,21,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_thumb_fear.wav,TESS,fear
0.013125853225962726,0.1262492390422078,2477.9766461885893,2375.9957931964527,23.47972374537305,3987.557705965909,234,333,277,35,68,62,0,0,23,/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_Fear/OAF_nice_fear.wav,TESS,fear
